Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
PKI,PERKINELMER INC,Equity,0.03,94.03,68615,6451868.45,6451868.45,Health Care,2305844,US7140461093,New York Stock Exchange Inc.
URI,UNITED RENTALS INC,Equity,0.03,122.99,52388,6443200.12,6443200.12,Industrials,2134781,US9113631090,New York Stock Exchange Inc.
PTC,PTC INC,Equity,0.03,91.83,69897,6418641.51,6418641.51,Information Technology,B95N910,US69370C1009,NASDAQ
HAS,HASBRO INC,Equity,0.03,87.1,73631,6413260.1,6413260.1,Consumer Discretionary,2414580,US4180561072,NASDAQ
UGI,UGI CORP,Equity,0.03,55.16,115914,6393816.24,6393816.24,Utilities,2910118,US9026811052,New York Stock Exchange Inc.
FNF,FIDELITY NATIONAL FINANCIAL INC,Equity,0.03,35.17,180947,6363905.99,6363905.99,Financials,BNBRDD4,US31620R3030,New York Stock Exchange Inc.
ZION,ZIONS BANCORPORATION,Equity,0.03,50.04,127009,6355530.36,6355530.36,Financials,2989828,US9897011071,NASDAQ
CF,CF INDUSTRIES HOLDINGS INC,Equity,0.03,42.47,149214,6337118.58,6337118.58,Materials,B0G4K50,US1252691001,New York Stock Exchange Inc.
FTI,TECHNIPFMC PLC,Equity,0.03,23.28,271732,6325920.96,6325920.96,Energy,BDSFG98,GB00BDSFG982,New York Stock Exchange Inc.
VIAB,VIACOM INC CLASS B,Equity,0.03,27.8,225344,6264563.2,6264563.2,Communication,B0SRLF4,US92553P2011,NASDAQ
DATA,TABLEAU SOFTWARE INC CLASS A,Equity,0.03,132.07,47386,6258269.02,6258269.02,Information Technology,B8DJFL5,US87336U1051,New York Stock Exchange Inc.
NLSN,NIELSEN HOLDINGS PLC,Equity,0.03,27.26,229555,6257669.3,6257669.3,Industrials,BWFY550,GB00BWFY5505,New York Stock Exchange Inc.
NVR,NVR INC,Equity,0.03,2760.06,2260,6237735.6,6237735.6,Consumer Discretionary,2637785,US62944T1051,New York Stock Exchange Inc.
WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIE,Equity,0.03,72.1,86145,6211054.5,6211054.5,Industrials,2955733,US9297401088,New York Stock Exchange Inc.
FRT,FEDERAL REALTY INVESTMENT TRUST RE,Equity,0.03,132.39,46870,6205119.3,6205119.3,Real Estate,2333931,US3137472060,New York Stock Exchange Inc.
NDAQ,NASDAQ INC,Equity,0.03,84.24,73300,6174792,6174792,Financials,2965107,US6311031081,NASDAQ
TPR,TAPESTRY INC,Equity,0.03,32.94,186329,6137677.26,6137677.26,Consumer Discretionary,BF09HX3,US8760301072,New York Stock Exchange Inc.
RE,EVEREST RE GROUP LTD,Equity,0.03,220.39,27324,6021936.36,6021936.36,Financials,2556868,BMG3223R1088,New York Stock Exchange Inc.
CGNX,COGNEX CORP,Equity,0.03,54.1,111050,6007805,6007805,Information Technology,2208288,US1924221039,NASDAQ
FFIV,F5 NETWORKS INC,Equity,0.03,154.36,38920,6007691.2,6007691.2,Information Technology,2427599,US3156161024,NASDAQ
ALB,ALBEMARLE CORP,Equity,0.03,86.43,69501,6006971.43,6006971.43,Materials,2046853,US0126531013,New York Stock Exchange Inc.
AVY,AVERY DENNISON CORP,Equity,0.03,111.6,53767,6000397.2,6000397.2,Materials,2066408,US0536111091,New York Stock Exchange Inc.
MKTX,MARKETAXESS HOLDINGS INC,Equity,0.03,237.64,25206,5989953.84,5989953.84,Financials,B03Q9D0,US57060D1081,NASDAQ
Y,ALLEGHANY CORP,Equity,0.03,621.53,9604,5969174.12,5969174.12,Financials,2016801,US0171751003,New York Stock Exchange Inc.
DELL,DELL TECHNOLOGIES INC CLASS C,Equity,0.03,60.49,98308,5946650.92,5946650.92,Information Technology,BHKD3S6,US24703L2025,New York Stock Exchange Inc.
LDOS,LEIDOS HOLDINGS INC,Equity,0.03,63.49,93596,5942410.04,5942410.04,Information Technology,BDV82B8,US5253271028,New York Stock Exchange Inc.
JBHT,JB HUNT TRANSPORT SERVICES INC,Equity,0.03,104.13,57041,5939679.33,5939679.33,Industrials,2445416,US4456581077,NASDAQ
FDS,FACTSET RESEARCH SYSTEMS INC,Equity,0.03,238.6,24855,5930403,5930403,Financials,2329770,US3030751057,New York Stock Exchange Inc.
LII,LENNOX INTERNATIONAL INC,Equity,0.03,252.25,23442,5913244.5,5913244.5,Industrials,2442053,US5261071071,New York Stock Exchange Inc.
TRGP,TARGA RESOURCES CORP,Equity,0.03,40.75,144078,5871178.5,5871178.5,Energy,B55PZY3,US87612G1013,New York Stock Exchange Inc.
PAYC,PAYCOM SOFTWARE INC,Equity,0.03,181.69,32273,5863681.37,5863681.37,Information Technology,BL95MY0,US70432V1026,New York Stock Exchange Inc.
JNPR,JUNIPER NETWORKS INC,Equity,0.03,26.36,221843,5847781.48,5847781.48,Information Technology,2431846,US48203R1041,New York Stock Exchange Inc.
MTN,VAIL RESORTS INC,Equity,0.03,216.7,26934,5836597.8,5836597.8,Consumer Discretionary,2954194,US91879Q1094,New York Stock Exchange Inc.
LEA,LEAR CORP,Equity,0.03,141.72,40957,5804426.04,5804426.04,Consumer Discretionary,B570P91,US5218652049,New York Stock Exchange Inc.
LYV,LIVE NATION ENTERTAINMENT INC,Equity,0.03,63.08,91944,5799827.52,5799827.52,Communication,B0T7YX2,US5380341090,New York Stock Exchange Inc.
SNA,SNAP ON INC,Equity,0.03,158.95,36385,5783395.75,5783395.75,Industrials,2818740,US8330341012,New York Stock Exchange Inc.
ZEN,ZENDESK INC,Equity,0.03,82.92,69484,5761613.28,5761613.28,Information Technology,BMH0MR7,US98936J1016,New York Stock Exchange Inc.
ON,ON SEMICONDUCTOR CORP,Equity,0.03,21.91,262791,5757750.81,5757750.81,Information Technology,2583576,US6821891057,NASDAQ
MOH,MOLINA HEALTHCARE INC,Equity,0.03,143.02,39840,5697916.8,5697916.8,Health Care,2212706,US60855R1005,New York Stock Exchange Inc.
TDY,TELEDYNE TECHNOLOGIES INC,Equity,0.03,234.7,24213,5682791.1,5682791.1,Industrials,2503477,US8793601050,New York Stock Exchange Inc.
HII,HUNTINGTON INGALLS INDUSTRIES INC,Equity,0.03,207.41,27194,5640307.54,5640307.54,Industrials,B40SSC9,US4464131063,New York Stock Exchange Inc.
BLUE,BLUEBIRD BIO INC,Equity,0.03,156.17,36069,5632895.73,5632895.73,Health Care,BBFL7S1,US09609G1004,NASDAQ
QRVO,QUORVO INC,Equity,0.03,69.83,80485,5620267.55,5620267.55,Information Technology,BR9YYP4,US74736K1016,NASDAQ
WHR,WHIRLPOOL CORP,Equity,0.03,133.31,42122,5615283.82,5615283.82,Consumer Discretionary,2960384,US9633201069,New York Stock Exchange Inc.
IPG,INTERPUBLIC GROUP OF COMPANIES INC,Equity,0.03,22.21,252604,5610334.84,5610334.84,Communication,2466321,US4606901001,New York Stock Exchange Inc.
ETSY,ETSY INC,Equity,0.03,69.55,80656,5609624.8,5609624.8,Consumer Discretionary,BWTN5N1,US29786A1060,NASDAQ
SRPT,SAREPTA THERAPEUTICS INC,Equity,0.03,126.82,44100,5592762,5592762,Health Care,B8DPDT7,US8036071004,NASDAQ
ALNY,ALNYLAM PHARMACEUTICALS INC,Equity,0.03,90.24,61936,5589104.64,5589104.64,Health Care,B00FWN1,US02043Q1076,NASDAQ
LKQ,LKQ CORP,Equity,0.03,28.32,197150,5583288,5583288,Consumer Discretionary,2971029,US5018892084,NASDAQ
EPAM,EPAM SYSTEMS INC,Equity,0.03,169.05,32948,5569859.4,5569859.4,Information Technology,B44Z3T8,US29414B1044,New York Stock Exchange Inc.
OGE,OGE ENERGY CORP,Equity,0.03,42.85,129558,5551560.3,5551560.3,Utilities,2657802,US6708371033,New York Stock Exchange Inc.
ALLE,ALLEGION PLC,Equity,0.03,88.9,62439,5550827.1,5550827.1,Industrials,BFRT3W7,IE00BFRT3W74,New York Stock Exchange Inc.
HFC,HOLLYFRONTIER CORP,Equity,0.03,52.77,104276,5502644.52,5502644.52,Energy,B5VX1H6,US4361061082,New York Stock Exchange Inc.
TMK,TORCHMARK CORP,Equity,0.03,84.01,65132,5471739.32,5471739.32,Financials,2896713,US8910271043,New York Stock Exchange Inc.
ARNC,ARCONIC INC,Equity,0.03,19.23,284509,5471108.07,5471108.07,Industrials,BD3D9G5,US03965L1008,New York Stock Exchange Inc.
RHI,ROBERT HALF,Equity,0.03,66.62,81040,5398884.8,5398884.8,Industrials,2110703,US7703231032,New York Stock Exchange Inc.
GGG,GRACO INC,Equity,0.03,48.34,111434,5386719.56,5386719.56,Industrials,2380443,US3841091040,New York Stock Exchange Inc.
PVH,PVH CORP,Equity,0.03,111.45,48235,5375790.75,5375790.75,Consumer Discretionary,B3V9F12,US6936561009,New York Stock Exchange Inc.
SNAP,SNAP INC CLASS A,Equity,0.03,10.94,487427,5332451.38,5332451.38,Communication,BD8DJ71,US83304A1060,New York Stock Exchange Inc.
MHK,MOHAWK INDUSTRIES INC,Equity,0.03,129.51,40792,5282971.92,5282971.92,Consumer Discretionary,2598699,US6081901042,New York Stock Exchange Inc.
STLD,STEEL DYNAMICS INC,Equity,0.03,34.95,150534,5261163.3,5261163.3,Materials,2849472,US8581191009,NASDAQ
WST,WEST PHARMACEUTICAL SERVICES INC,Equity,0.03,105.94,49469,5240745.86,5240745.86,Health Care,2950482,US9553061055,New York Stock Exchange Inc.
WU,WESTERN UNION,Equity,0.03,18.18,287102,5219514.36,5219514.36,Information Technology,B1F76F9,US9598021098,New York Stock Exchange Inc.
IVZ,INVESCO LTD,Equity,0.03,20.24,256180,5185083.2,5185083.2,Financials,B28XP76,BMG491BT1088,New York Stock Exchange Inc.
UNM,UNUM,Equity,0.03,36.77,139898,5144049.46,5144049.46,Financials,2433842,US91529Y1064,New York Stock Exchange Inc.
FICO,FAIR ISAAC CORP,Equity,0.03,264.18,19426,5131960.68,5131960.68,Information Technology,2330299,US3032501047,New York Stock Exchange Inc.
SGEN,SEATTLE GENETICS INC,Equity,0.03,73.45,69845,5130115.25,5130115.25,Health Care,2738127,US8125781026,NASDAQ
RPM,RPM INTERNATIONAL INC,Equity,0.03,58.3,87994,5130050.2,5130050.2,Materials,2756174,US7496851038,New York Stock Exchange Inc.
BAH,BOOZ ALLEN HAMILTON HOLDING CORP C,Equity,0.03,57.09,89743,5123427.87,5123427.87,Information Technology,B5367T7,US0995021062,New York Stock Exchange Inc.
TYL,TYLER TECHNOLOGIES INC,Equity,0.03,203.7,24966,5085574.2,5085574.2,Information Technology,2909644,US9022521051,New York Stock Exchange Inc.
VOYA,VOYA FINANCIAL INC,Equity,0.03,51.31,98990,5079176.9,5079176.9,Financials,BKWQ2N2,US9290891004,New York Stock Exchange Inc.
SAGE,SAGE THERAPEUTICS INC,Equity,0.03,156.88,32301,5067380.88,5067380.88,Health Care,BP4GNK9,US78667J1088,NASDAQ
NBIX,NEUROCRINE BIOSCIENCES INC,Equity,0.03,84.81,59746,5067058.26,5067058.26,Health Care,2623911,US64125C1099,NASDAQ
SBNY,SIGNATURE BANK,Equity,0.03,136.56,37044,5058728.64,5058728.64,Financials,B00JQL9,US82669G1040,NASDAQ
JAZZ,JAZZ PHARMACEUTICALS PLC,Equity,0.03,134.45,37576,5052093.2,5052093.2,Health Care,B4Q5ZN4,IE00B4Q5ZN47,NASDAQ
HDS,HD SUPPLY HOLDINGS INC,Equity,0.03,43.12,117039,5046721.68,5046721.68,Industrials,BBL5981,US40416M1053,NASDAQ
ST,SENSATA TECHNOLOGIES HOLDING PLC,Equity,0.03,47.8,104940,5016132,5016132,Industrials,BFMBMT8,GB00BFMBMT84,New York Stock Exchange Inc.
ADS,ALLIANCE DATA SYSTEMS CORP,Equity,0.03,171.78,28941,4971484.98,4971484.98,Information Technology,2762030,US0185811082,New York Stock Exchange Inc.
WEX,WEX INC,Equity,0.03,182.28,27271,4970957.88,4970957.88,Information Technology,B8383P2,US96208T1043,New York Stock Exchange Inc.
FWONK,LIBERTY MEDIA FORMULA ONE CORP SER,Equity,0.03,34.88,141935,4950692.8,4950692.8,Communication,BD8QGD5,US5312298541,NASDAQ
GWRE,GUIDEWIRE SOFTWARE INC,Equity,0.03,95.04,51715,4914993.6,4914993.6,Information Technology,B7JYSG3,US40171V1008,New York Stock Exchange Inc.
VICI,VICI PPTYS INC,Equity,0.03,21.48,228769,4913958.12,4913958.12,Real Estate,BYWH073,US9256521090,New York Stock Exchange Inc.
EWBC,EAST WEST BANCORP INC,Equity,0.03,53.59,91649,4911469.91,4911469.91,Financials,2487407,US27579R1041,NASDAQ
JLL,JONES LANG LASALLE INC,Equity,0.03,163.02,30000,4890600,4890600,Real Estate,2040640,US48020Q1076,New York Stock Exchange Inc.
DISH,DISH NETWORK CORP CLASS A,Equity,0.03,32.41,150429,4875403.89,4875403.89,Communication,2303581,US25470M1099,NASDAQ
ARMK,ARAMARK,Equity,0.03,29.93,162677,4868922.61,4868922.61,Consumer Discretionary,BH3XG17,US03852U1060,New York Stock Exchange Inc.
BG,BUNGE LTD,Equity,0.03,52.22,92884,4850402.48,4850402.48,Consumer Staples,2788713,BMG169621056,New York Stock Exchange Inc.
BWA,BORGWARNER INC,Equity,0.03,38.44,125659,4830331.96,4830331.96,Consumer Discretionary,2111955,US0997241064,New York Stock Exchange Inc.
USFD,US FOODS HOLDING CORP,Equity,0.03,34.63,139390,4827075.7,4827075.7,Consumer Staples,BYVFC94,US9120081099,New York Stock Exchange Inc.
AOS,A O SMITH CORP,Equity,0.03,52.1,92578,4823313.8,4823313.8,Industrials,2816023,US8318652091,New York Stock Exchange Inc.
RNG,RINGCENTRAL INC CLASS A,Equity,0.03,106.33,45162,4802075.46,4802075.46,Information Technology,BDZCRX3,US76680R2067,New York Stock Exchange Inc.
TTC,TORO,Equity,0.03,68.34,70098,4790497.32,4790497.32,Industrials,2897040,US8910921084,New York Stock Exchange Inc.
MIDD,MIDDLEBY CORP,Equity,0.03,130.88,36590,4788899.2,4788899.2,Industrials,2590930,US5962781010,NASDAQ
WRB,WR BERKLEY CORP,Equity,0.03,84.06,56875,4780912.5,4780912.5,Financials,2093644,US0844231029,New York Stock Exchange Inc.
WBC,WABCO HOLDINGS INC,Equity,0.03,141.68,33595,4759739.6,4759739.6,Industrials,B23CNQ3,US92927K1025,New York Stock Exchange Inc.
BERY,BERRY GLOBAL GROUP INC,Equity,0.03,55.58,85591,4757147.78,4757147.78,Materials,B8BR3H3,US08579W1036,New York Stock Exchange Inc.
TECH,BIO TECHNE CORP,Equity,0.03,196.75,24162,4753873.5,4753873.5,Health Care,BSHZ3Q0,US09073M1045,NASDAQ
CCK,CROWN HOLDINGS INC,Equity,0.03,54.93,86432,4747709.76,4747709.76,Materials,2427986,US2283681060,New York Stock Exchange Inc.
PHM,PULTEGROUP INC,Equity,0.03,26.67,177735,4740192.45,4740192.45,Consumer Discretionary,2708841,US7458671010,New York Stock Exchange Inc.
M,MACYS INC,Equity,0.03,23.89,198318,4737817.02,4737817.02,Consumer Discretionary,2345022,US55616P1049,New York Stock Exchange Inc.
CPB,CAMPBELL SOUP,Equity,0.03,36.56,129586,4737664.16,4737664.16,Consumer Staples,2162845,US1344291091,New York Stock Exchange Inc.
XEC,CIMAREX ENERGY,Equity,0.03,71.89,64967,4670477.63,4670477.63,Energy,2987521,US1717981013,New York Stock Exchange Inc.
CSL,CARLISLE COMPANIES INC,Equity,0.03,125.03,37318,4665869.54,4665869.54,Industrials,2176318,US1423391002,New York Stock Exchange Inc.
SEE,SEALED AIR CORP,Equity,0.03,45.69,101945,4657867.05,4657867.05,Materials,2232793,US81211K1007,New York Stock Exchange Inc.
SCI,SERVICE,Equity,0.02,39.72,117150,4653198,4653198,Consumer Discretionary,2797560,US8175651046,New York Stock Exchange Inc.
TTD,TRADE DESK INC CLASS A,Equity,0.02,203.75,22820,4649575,4649575,Information Technology,BD8FDD1,US88339J1051,NASDAQ
CDK,CDK GLOBAL INC,Equity,0.02,58.53,79169,4633761.57,4633761.57,Information Technology,BQXTWQ5,US12508E1010,NASDAQ
TER,TERADYNE INC,Equity,0.02,40.39,114628,4629824.92,4629824.92,Information Technology,2884183,US8807701029,NASDAQ
AIV,APARTMENT INVESTMENT AND MANAGEMEN,Equity,0.02,49.79,92710,4616030.9,4616030.9,Real Estate,BJLNBG3,US03748R7540,New York Stock Exchange Inc.
EEFT,EURONET WORLDWIDE INC,Equity,0.02,139.73,32726,4572803.98,4572803.98,Information Technology,2320148,US2987361092,NASDAQ
AZPN,ASPEN TECHNOLOGY INC,Equity,0.02,101.57,44985,4569126.45,4569126.45,Information Technology,2051868,US0453271035,NASDAQ
INVH,INVITATION HOMES INC,Equity,0.02,23.54,193846,4563134.84,4563134.84,Real Estate,BD81GW9,US46187W1071,New York Stock Exchange Inc.
NDSN,NORDSON CORP,Equity,0.02,132.97,34300,4560871,4560871,Industrials,2641838,US6556631025,NASDAQ
FL,FOOT LOCKER INC,Equity,0.02,59.85,76178,4559253.3,4559253.3,Consumer Discretionary,2980906,US3448491049,New York Stock Exchange Inc.
CPRI,CAPRI HOLDINGS LTD,Equity,0.02,47.08,96590,4547457.2,4547457.2,Consumer Discretionary,BJ1N1M9,VGG1890L1076,New York Stock Exchange Inc.
POST,POST HOLDINGS INC,Equity,0.02,103.48,43878,4540495.44,4540495.44,Consumer Staples,B6T0518,US7374461041,New York Stock Exchange Inc.
SEIC,SEI INVESTMENTS,Equity,0.02,52.73,86031,4536414.63,4536414.63,Financials,2793610,US7841171033,NASDAQ
EXEL,EXELIXIS INC,Equity,0.02,24.14,186705,4507058.7,4507058.7,Health Care,2576941,US30161Q1040,NASDAQ
BRO,BROWN & BROWN INC,Equity,0.02,29.47,152877,4505285.19,4505285.19,Financials,2692687,US1152361010,New York Stock Exchange Inc.
ARW,ARROW ELECTRONICS INC,Equity,0.02,78.32,57515,4504574.8,4504574.8,Information Technology,2051404,US0427351004,New York Stock Exchange Inc.
ALK,ALASKA AIR GROUP INC,Equity,0.02,55.81,80599,4498230.19,4498230.19,Industrials,2012605,US0116591092,New York Stock Exchange Inc.
PNR,PENTAIR,Equity,0.02,43.59,102016,4446877.44,4446877.44,Industrials,BLS09M3,IE00BLS09M33,New York Stock Exchange Inc.
OLED,UNIVERSAL DISPLAY CORP,Equity,0.02,157.61,28146,4436091.06,4436091.06,Information Technology,2277880,US91347P1057,NASDAQ
LAMR,LAMAR ADVERTISING COMPANY CLAS,Equity,0.02,77.84,56961,4433844.24,4433844.24,Real Estate,BSPHGN6,US5128161099,NASDAQ
PBCT,PEOPLES UNITED FINANCIAL INC,Equity,0.02,17.6,251178,4420732.8,4420732.8,Financials,B1W41J2,US7127041058,NASDAQ
GRUB,GRUBHUB INC,Equity,0.02,77.05,57030,4394161.5,4394161.5,Consumer Discretionary,BKY7XF2,US4001101025,New York Stock Exchange Inc.
RL,RALPH LAUREN CORP CLASS A,Equity,0.02,124.21,35370,4393307.7,4393307.7,Consumer Discretionary,B4V9661,US7512121010,New York Stock Exchange Inc.
CRL,CHARLES RIVER LABORATORIES INTERNA,Equity,0.02,144.9,29895,4331785.5,4331785.5,Health Care,2604336,US1598641074,New York Stock Exchange Inc.
LPLA,LPL FINANCIAL HOLDINGS INC,Equity,0.02,75.6,57263,4329082.8,4329082.8,Financials,B75JX34,US50212V1008,NASDAQ
DVA,DAVITA INC,Equity,0.02,52.07,82210,4280674.7,4280674.7,Health Care,2898087,US23918K1088,New York Stock Exchange Inc.
FLIR,FLIR SYSTEMS INC,Equity,0.02,49.24,86372,4252957.28,4252957.28,Information Technology,2344717,US3024451011,NASDAQ
FBHS,FORTUNE BRANDS HOME AND SECURITY I,Equity,0.02,46.44,91302,4240064.88,4240064.88,Industrials,B3MC7D6,US34964C1062,New York Stock Exchange Inc.
CBSH,COMMERCE BANCSHARES INC,Equity,0.02,61.9,68380,4232722,4232722,Financials,2213204,US2005251036,NASDAQ
PFPT,PROOFPOINT INC,Equity,0.02,124.09,33928,4210125.52,4210125.52,Information Technology,B6VDQC3,US7434241037,NASDAQ
PK,PARK HOTELS RESORTS INC,Equity,0.02,31.38,133585,4191897.3,4191897.3,Real Estate,BYVMVV0,US7005171050,New York Stock Exchange Inc.
HUBB,HUBBELL INC,Equity,0.02,123.26,33960,4185909.6,4185909.6,Industrials,BDFG6S3,US4435106079,New York Stock Exchange Inc.
KAR,KAR AUCTION SERVICES INC,Equity,0.02,48.57,86157,4184645.49,4184645.49,Industrials,B4Y1MH7,US48238T1097,New York Stock Exchange Inc.
LB,L BRANDS INC,Equity,0.02,27.45,152315,4181046.75,4181046.75,Consumer Discretionary,B9M2WX3,US5017971046,New York Stock Exchange Inc.
XRX,XEROX CORP,Equity,0.02,32.01,130515,4177785.15,4177785.15,Information Technology,BYWTW73,US9841216081,New York Stock Exchange Inc.
SNV,SYNOVUS FINANCIAL CORP,Equity,0.02,39.3,105829,4159079.7,4159079.7,Financials,BMH4NJ8,US87161C5013,New York Stock Exchange Inc.
ATR,APTARGROUP INC,Equity,0.02,103.71,40069,4155555.99,4155555.99,Materials,2045247,US0383361039,New York Stock Exchange Inc.
MASI,MASIMO CORP,Equity,0.02,132.26,31258,4134183.08,4134183.08,Health Care,B1YWR63,US5747951003,NASDAQ
ALV,AUTOLIV INC,Equity,0.02,78.58,52611,4134172.38,4134172.38,Consumer Discretionary,2064253,US0528001094,New York Stock Exchange Inc.
CC,CHEMOURS,Equity,0.02,39.02,105931,4133427.62,4133427.62,Materials,BZ0CTP8,US1638511089,New York Stock Exchange Inc.
OKTA,OKTA INC CLASS A,Equity,0.02,82.87,49777,4125019.99,4125019.99,Information Technology,BDFZSP1,US6792951054,NASDAQ
RS,RELIANCE STEEL & ALUMINUM,Equity,0.02,88.48,46544,4118213.12,4118213.12,Materials,2729068,US7595091023,New York Stock Exchange Inc.
CFR,CULLEN FROST BANKERS INC,Equity,0.02,103.8,39655,4116189,4116189,Financials,2239556,US2298991090,New York Stock Exchange Inc.
SERV,SERVICEMASTER GLOBAL HOLDINGS INC,Equity,0.02,47.93,85811,4112921.23,4112921.23,Consumer Discretionary,BNG8BF0,US81761R1095,New York Stock Exchange Inc.
BIO,BIO RAD LABORATORIES INC CLASS A,Equity,0.02,313.67,13102,4109704.34,4109704.34,Health Care,2098508,US0905722072,New York Stock Exchange Inc.
HBI,HANESBRANDS INC,Equity,0.02,17.65,231568,4087175.2,4087175.2,Consumer Discretionary,B1BJSL9,US4103451021,New York Stock Exchange Inc.
LSXMK,LIBERTY MEDIA LIBERTY SIRIUSXM COR,Equity,0.02,41.11,99308,4082551.88,4082551.88,Communication,BD8QGH9,US5312296073,NASDAQ
FIVE,FIVE BELOW INC,Equity,0.02,116.37,34885,4059567.45,4059567.45,Consumer Discretionary,B85KFY9,US33829M1018,NASDAQ
DCI,DONALDSON INC,Equity,0.02,49.5,81892,4053654,4053654,Industrials,2276467,US2576511099,New York Stock Exchange Inc.
POOL,POOL CORP,Equity,0.02,158.83,25465,4044605.95,4044605.95,Consumer Discretionary,2781585,US73278L1052,NASDAQ
HUBS,HUBSPOT INC,Equity,0.02,166.05,24344,4042321.2,4042321.2,Information Technology,BR4T3B3,US4435731009,New York Stock Exchange Inc.
ORI,OLD REPUBLIC INTERNATIONAL CORP,Equity,0.02,21.12,191353,4041375.36,4041375.36,Financials,2659109,US6802231042,New York Stock Exchange Inc.
HXL,HEXCEL CORP,Equity,0.02,69.87,57837,4041071.19,4041071.19,Industrials,2416779,US4282911084,New York Stock Exchange Inc.
NWL,NEWELL BRANDS INC,Equity,0.02,15.98,251239,4014799.22,4014799.22,Consumer Discretionary,2635701,US6512291062,NASDAQ
CTLT,CATALENT INC,Equity,0.02,42.57,94046,4003538.22,4003538.22,Health Care,BP96PQ4,US1488061029,New York Stock Exchange Inc.
IDTI,INTEGRATED DEVICE TECHNOLOGY INC,Equity,0.02,48.21,82964,3999694.44,3999694.44,Information Technology,2462437,US4581181066,NASDAQ
STOR,STORE CAPITAL CORP,Equity,0.02,32.29,123742,3995629.18,3995629.18,Real Estate,BSKRKJ5,US8621211007,New York Stock Exchange Inc.
RNR,RENAISSANCERE HOLDING LTD,Equity,0.02,146.03,27172,3967927.16,3967927.16,Financials,2728429,BMG7496G1033,New York Stock Exchange Inc.
NKTR,NEKTAR THERAPEUTICS,Equity,0.02,34.93,113518,3965183.74,3965183.74,Health Care,2454445,US6402681083,NASDAQ
ROL,ROLLINS INC,Equity,0.02,40.99,96150,3941188.5,3941188.5,Industrials,2747305,US7757111049,New York Stock Exchange Inc.
PRAH,PRA HEALTH SCIENCES INC,Equity,0.02,106.71,36854,3932690.34,3932690.34,Health Care,BSHZ3V5,US69354M1080,NASDAQ
PRGO,PERRIGO PLC,Equity,0.02,48.67,80778,3931465.26,3931465.26,Health Care,BGH1M56,IE00BGH1M568,New York Stock Exchange Inc.
INGR,INGREDION INC,Equity,0.02,94.14,41697,3925355.58,3925355.58,Consumer Staples,B7K24P7,US4571871023,New York Stock Exchange Inc.
PLNT,PLANET FITNESS INC CLASS A,Equity,0.02,67.25,58206,3914353.5,3914353.5,Consumer Discretionary,BYSFJV8,US72703H1014,New York Stock Exchange Inc.
SABR,SABRE CORP,Equity,0.02,21.39,182934,3912958.26,3912958.26,Information Technology,BLLHH27,US78573M1045,NASDAQ
EHC,ENCOMPASS HEALTH CORP,Equity,0.02,60.19,64801,3900372.19,3900372.19,Health Care,BYX2YJ7,US29261A1007,New York Stock Exchange Inc.
RGLD,ROYAL GOLD INC,Equity,0.02,89.86,42884,3853556.24,3853556.24,Materials,2755706,US7802871084,NASDAQ
BPOP,POPULAR INC,Equity,0.02,55.93,68598,3836686.14,3836686.14,Financials,B86QM90,PR7331747001,NASDAQ
PODD,INSULET CORP,Equity,0.02,97.47,39319,3832422.93,3832422.93,Health Care,B1XGNW4,US45784P1012,NASDAQ
NYCB,NEW YORK COMMUNITY BANCORP INC,Equity,0.02,12.21,313544,3828372.24,3828372.24,Financials,2711656,US6494451031,New York Stock Exchange Inc.
CIEN,CIENA CORP,Equity,0.02,39.12,97788,3825466.56,3825466.56,Information Technology,B1FLZ21,US1717793095,New York Stock Exchange Inc.
LBTYA,LIBERTY GLOBAL PLC CLASS A,Equity,0.02,26.11,146449,3823783.39,3823783.39,Communication,B8W6766,GB00B8W67662,NASDAQ
ALSN,ALLISON TRANSMISSION HOLDINGS INC,Equity,0.02,46.39,82268,3816412.52,3816412.52,Industrials,B4PZ892,US01973R1014,New York Stock Exchange Inc.
AMG,AFFILIATED MANAGERS GROUP INC,Equity,0.02,111.59,34057,3800420.63,3800420.63,Financials,2127899,US0082521081,New York Stock Exchange Inc.
SON,SONOCO PRODUCTS,Equity,0.02,59.92,63232,3788861.44,3788861.44,Materials,2821395,US8354951027,New York Stock Exchange Inc.
ATH,ATHENE HOLDING LTD CLASS A,Equity,0.02,43.81,86268,3779401.08,3779401.08,Financials,BZ13MZ1,BMG0684D1074,New York Stock Exchange Inc.
DNKN,DUNKIN BRANDS GROUP INC,Equity,0.02,71.78,51618,3705140.04,3705140.04,Consumer Discretionary,B3LHT03,US2655041000,NASDAQ
LOPE,GRAND CANYON EDUCATION INC,Equity,0.02,115.15,32121,3698733.15,3698733.15,Consumer Discretionary,B3F1XM1,US38526M1062,NASDAQ
ZAYO,ZAYO GROUP HOLDINGS INC,Equity,0.02,28.3,130526,3693885.8,3693885.8,Communication,BRJ3H07,US98919V1052,New York Stock Exchange Inc.
CACC,CREDIT ACCEPTANCE CORP,Equity,0.02,452.72,8115,3673822.8,3673822.8,Financials,2232050,US2253101016,NASDAQ
HLF,HERBALIFE NUTRITION LTD,Equity,0.02,57.3,63783,3654765.9,3654765.9,Consumer Staples,B0539H3,KYG4412G1010,New York Stock Exchange Inc.
